pos,pos_group,token_str,term_str
NNP,NN,NH3,nh3
NN,NN,sensor,sensor
DT,DT,The,the
NNP,NN,\rm,rm
NNP,NN,N,n
NNP,NN,H_3,h3
NNP,NN,NH3,nh3
NN,NN,sensor,sensor
VBZ,VB,is,is
DT,DT,another,another
JJ,JJ,electrochemical,electrochemical
NN,NN,sensor,sensor
WDT,WD,that,that
VBZ,VB,determines,determines
NN,NN,gas,gas
NN,NN,concentration,concentration
IN,IN,by,by
VBG,VB,measuring,measuring
JJ,JJ,current,current
PRP,PR,It,it
VBZ,VB,works,works
IN,IN,on,on
DT,DT,the,the
JJ,JJ,electrochemical,electrochemical
NN,NN,principle,principle
CC,CC,and,and
VBZ,VB,uses,uses
DT,DT,the,the
JJ,JJ,electrochemical,electrochemical
NN,NN,oxidation,oxidation
IN,IN,of,of
DT,DT,the,the
NN,NN,target,target
NN,NN,gas,gas
IN,IN,on,on
DT,DT,the,the
VBG,VB,working,working
NN,NN,electrode,electrode
IN,IN,inside,inside
DT,DT,the,the
JJ,JJ,electrolytic,electrolytic
NN,NN,cell,cell
IN,IN,As,as
IN,IN,per,per
NNP,NN,Faraday,faraday
NN,NN,s,s
NN,NN,law,law
DT,DT,the,the
JJ,JJ,current,current
VBN,VB,produced,produced
IN,IN,in,in
DT,DT,the,the
JJ,JJ,electrochemical,electrochemical
NN,NN,reaction,reaction
IN,IN,of,of
DT,DT,the,the
NN,NN,target,target
NN,NN,gas,gas
VBZ,VB,is,is
RB,RB,directly,directly
RB,RB,inversely,inversely
JJ,JJ,proportional,proportional
TO,TO,to,to
PRP$,PR,its,its
NN,NN,concentration,concentration
DT,DT,The,the
NN,NN,implementation,implementation
IN,IN,of,of
DT,DT,an,an
JJ,JJ,IoT-based,iotbased
JJ,JJ,sustainable,sustainable
NN,NN,environment,environment
NN,NN,management,management
NN,NN,system,system
IN,IN,in,in
NN,NN,poultry,poultry
NNS,NN,farms,farms
VBZ,VB,involves,involves
DT,DT,the,the
NN,NN,deployment,deployment
IN,IN,of,of
JJ,JJ,various,various
NNS,NN,sensors,sensors
TO,TO,to,to
VB,VB,monitor,monitor
CC,CC,and,and
VB,VB,regulate,regulate
JJ,JJ,environmental,environmental
NNS,NN,conditions,conditions
DT,DT,These,these
NNS,NN,sensors,sensors
VBP,VB,play,play
DT,DT,a,a
JJ,JJ,critical,critical
NN,NN,role,role
IN,IN,in,in
VBG,VB,ensuring,ensuring
JJ,JJ,optimal,optimal
NNS,NN,conditions,conditions
IN,IN,for,for
NN,NN,poultry,poultry
NN,NN,health,health
NN,NN,growth,growth
CC,CC,and,and
JJ,JJ,overall,overall
NN,NN,farm,farm
NN,NN,productivity,productivity
RB,RB,However,however
EX,EX,there,there
VBP,VB,are,are
JJ,JJ,specific,specific
NNS,NN,concerns,concerns
CC,CC,and,and
NNS,NN,constraints,constraints
VBN,VB,associated,associated
IN,IN,with,with
VBG,VB,using,using
NNS,NN,sensors,sensors
IN,IN,in,in
JJ,JJ,such,such
NNS,NN,environments,environments
RB,RB,particularly,particularly
JJ,JJ,due,due
TO,TO,to,to
JJ,JJ,potential,potential
JJ,JJ,animal,animal
NNS,NN,interactions,interactions
CC,CC,and,and
PRP$,PR,their,their
NN,NN,impact,impact
IN,IN,on,on
NN,NN,measurement,measurement
NN,NN,precision,precision
DT,DT,a,a
NNP,NN,Animal,animal
NN,NN,interaction,interaction
IN,IN,with,with
NNS,NN,sensors,sensors
NNP,NN,Poultry,poultry
VBZ,VB,s,s
JJ,JJ,natural,natural
NN,NN,curiosity,curiosity
CC,CC,and,and
NN,NN,behavior,behavior
MD,MD,might,might
VB,VB,lead,lead
PRP,PR,them,them
TO,TO,to,to
VB,VB,interact,interact
IN,IN,with,with
CC,CC,or,or
VB,VB,peck,peck
IN,IN,at,at
NNS,NN,sensors,sensors
DT,DT,This,this
NN,NN,interaction,interaction
MD,MD,could,could
RB,RB,potentially,potentially
VB,VB,disrupt,disrupt
NN,NN,sensor,sensor
NN,NN,functionality,functionality
CC,CC,or,or
VB,VB,damage,damage
DT,DT,the,the
NNS,NN,sensors,sensors
PRP,PR,themselves,themselves
NNS,NN,Steps,steps
VBP,VB,need,need
TO,TO,to,to
VB,VB,be,be
VBN,VB,taken,taken
TO,TO,to,to
VB,VB,design,design
JJ,JJ,sensor,sensor
NNS,NN,enclosures,enclosures
CC,CC,or,or
VBG,VB,mounting,mounting
NNS,NN,strategies,strategies
WDT,WD,that,that
VBP,VB,minimize,minimize
JJ,JJ,such,such
NN,NN,interference,interference
NN,NN,b,b
NNP,NN,Measurement,measurement
NN,NN,precision,precision
CC,CC,and,and
NN,NN,accuracy,accuracy
NN,NN,Poultry,poultry
NNS,NN,interactions,interactions
CC,CC,or,or
JJ,JJ,environmental,environmental
NNS,NN,factors,factors
MD,MD,might,might
VB,VB,affect,affect
DT,DT,the,the
NN,NN,accuracy,accuracy
CC,CC,and,and
NN,NN,precision,precision
IN,IN,of,of
NN,NN,sensor,sensor
NNS,NN,measurements,measurements
IN,IN,For,for
NN,NN,instance,instance
NNS,NN,animals,animals
VBG,VB,crowding,crowding
IN,IN,around,around
DT,DT,a,a
NN,NN,temperature,temperature
NN,NN,sensor,sensor
MD,MD,might,might
VB,VB,block,block
JJ,JJ,proper,proper
NN,NN,airflow,airflow
VBG,VB,leading,leading
TO,TO,to,to
VB,VB,inaccurate,inaccurate
NNS,NN,readings,readings
JJ,JJ,Careful,careful
NN,NN,sensor,sensor
NN,NN,placement,placement
CC,CC,and,and
NN,NN,calibration,calibration
VBP,VB,are,are
JJ,JJ,essential,essential
TO,TO,to,to
VB,VB,mitigate,mitigate
DT,DT,these,these
NNS,NN,issues,issues
NN,NN,c,c
NNP,NN,Data,data
NN,NN,noise,noise
CC,CC,and,and
NN,NN,interpretation,interpretation
NNP,NN,Poultry,poultry
NN,NN,movement,movement
CC,CC,or,or
NNS,NN,interactions,interactions
MD,MD,could,could
VB,VB,introduce,introduce
RB,RB,noise,noise
IN,IN,into,into
DT,DT,the,the
NN,NN,sensor,sensor
NNS,NN,data,data
VBG,VB,making,making
PRP,PR,it,it
VBG,VB,challenging,challenging
TO,TO,to,to
VB,VB,distinguish,distinguish
IN,IN,between,between
JJ,JJ,normal,normal
NN,NN,behavior,behavior
CC,CC,and,and
JJ,JJ,potential,potential
NNS,NN,anomalies,anomalies
NNP,NN,Advanced,advanced
NNS,NN,data,data
NN,NN,filtering,filtering
CC,CC,and,and
NN,NN,analysis,analysis
NNS,NN,techniques,techniques
MD,MD,may,may
VB,VB,be,be
VBN,VB,required,required
TO,TO,to,to
VB,VB,extract,extract
JJ,JJ,meaningful,meaningful
NNS,NN,insights,insights
NN,NN,d,d
NNP,NN,Sensor,sensor
NN,NN,maintenance,maintenance
CC,CC,and,and
NN,NN,replacement,replacement
IN,IN,In,in
DT,DT,an,an
JJ,JJ,agricultural,agricultural
NN,NN,setting,setting
NNS,NN,sensors,sensors
MD,MD,can,can
VB,VB,be,be
VBN,VB,exposed,exposed
TO,TO,to,to
VB,VB,dust,dust
NN,NN,debris,debris
CC,CC,and,and
NN,NN,moisture,moisture
RB,RB,potentially,potentially
VBG,VB,affecting,affecting
PRP$,PR,their,their
NN,NN,longevity,longevity
CC,CC,and,and
NN,NN,reliability,reliability
JJ,JJ,Regular,regular
NN,NN,maintenance,maintenance
CC,CC,and,and
JJ,JJ,timely,timely
NN,NN,replacement,replacement
IN,IN,of,of
VBN,VB,damaged,damaged
NNS,NN,sensors,sensors
VBP,VB,are,are
JJ,JJ,crucial,crucial
TO,TO,to,to
VB,VB,ensure,ensure
JJ,JJ,continuous,continuous
NN,NN,monitoring,monitoring
NN,NN,e,e
NNP,NN,Energy,energy
NN,NN,efficiency,efficiency
JJ,JJ,Ensuring,ensuring
NNS,NN,sensors,sensors
VBP,VB,operate,operate
RB,RB,efficiently,efficiently
IN,IN,without,without
VBG,VB,causing,causing
NN,NN,stress,stress
TO,TO,to,to
DT,DT,the,the
NN,NN,poultry,poultry
VBZ,VB,is,is
JJ,JJ,important,important
NNP,NN,Bright,bright
NNP,NN,LED,led
NNS,NN,lights,lights
IN,IN,on,on
NNS,NN,sensors,sensors
IN,IN,for,for
NN,NN,instance,instance
MD,MD,might,might
VB,VB,disturb,disturb
DT,DT,the,the
NNS,NN,birds,birds
VBG,VB,affecting,affecting
PRP$,PR,their,their
NN,NN,behavior,behavior
CC,CC,and,and
NN,NN,health,health
NN,NN,f,f
NN,NN,Integration,integration
IN,IN,with,with
NN,NN,farm,farm
NNS,NN,practices,practices
DT,DT,The,the
NN,NN,deployment,deployment
IN,IN,of,of
NNS,NN,sensors,sensors
MD,MD,should,should
VB,VB,align,align
IN,IN,with,with
DT,DT,the,the
JJ,JJ,overall,overall
NN,NN,management,management
NNS,NN,practices,practices
IN,IN,of,of
DT,DT,the,the
NN,NN,poultry,poultry
NN,NN,farm,farm
NNS,NN,Sensors,sensors
MD,MD,should,should
VB,VB,complement,complement
VBG,VB,existing,existing
NNS,NN,protocols,protocols
CC,CC,and,and
NNS,NN,practices,practices
RB,RB,rather,rather
IN,IN,than,than
VB,VB,disrupt,disrupt
PRP,PR,them,them
VBG,VB,Addressing,addressing
DT,DT,these,these
NNS,NN,constraints,constraints
VBZ,VB,requires,requires
DT,DT,a,a
NN,NN,combination,combination
IN,IN,of,of
JJ,JJ,thoughtful,thoughtful
NN,NN,sensor,sensor
NN,NN,design,design
JJ,JJ,strategic,strategic
NN,NN,placement,placement
NNS,NN,data,data
NNS,NN,analytics,analytics
NNS,NN,techniques,techniques
CC,CC,and,and
DT,DT,a,a
JJ,JJ,deep,deep
NN,NN,understanding,understanding
IN,IN,of,of
NN,NN,poultry,poultry
NN,NN,behavior,behavior
IN,IN,Despite,despite
DT,DT,these,these
NNS,NN,challenges,challenges
JJ,JJ,IoT-based,iotbased
JJ,JJ,sustainable,sustainable
NN,NN,environment,environment
NN,NN,management,management
VBZ,VB,holds,holds
JJ,JJ,significant,significant
NN,NN,promise,promise
IN,IN,for,for
VBG,VB,improving,improving
NN,NN,poultry,poultry
NN,NN,farm,farm
NNS,NN,operations,operations
CC,CC,and,and
NN,NN,animal,animal
NN,NN,welfare,welfare
DT,DT,A,a
JJ,JJ,single,single
NN,NN,gateway,gateway
VBZ,VB,is,is
VBN,VB,designed,designed
TO,TO,to,to
VB,VB,collect,collect
PDT,PD,all,all
DT,DT,the,the
NNS,NN,data,data
VBG,VB,coming,coming
IN,IN,from,from
JJ,JJ,different,different
NN,NN,sensor,sensor
NNS,NN,nodes/devices,nodesdevices
CC,CC,and,and
VB,VB,send,send
DT,DT,this,this
NN,NN,data,data
TO,TO,to,to
DT,DT,a,a
NN,NN,cloud,cloud
NN,NN,server,server
VBG,VB,using,using
NNP,NN,GSM,gsm
DT,DT,The,the
NN,NN,communication,communication
IN,IN,between,between
NNS,NN,devices,devices
CC,CC,and,and
DT,DT,the,the
NN,NN,gateway,gateway
VBZ,VB,is,is
VBN,VB,done,done
IN,IN,through,through
JJ,JJ,LoRa-based,lorabased
NN,NN,protocol,protocol
DT,DT,The,the
NN,NN,gateway,gateway
VBZ,VB,consists,consists
IN,IN,of,of
NNP,NN,Raspberry,raspberry
NNP,NN,Pi,pi
DT,DT,a,a
NNP,NN,GSM,gsm
NN,NN,module,module
CC,CC,and,and
DT,DT,a,a
NNP,NN,LoRa,lora
NN,NN,transceiver,transceiver
NNP,NN,Sensor,sensor
NNS,NN,nodes,nodes
VBP,VB,send,send
NNS,NN,data,data
DT,DT,every,every
CD,CD,60,60
NN,NN,s,s
TO,TO,to,to
DT,DT,the,the
NN,NN,gateway,gateway
RB,RB,Furthermore,furthermore
NNP,NN,Raspberry,raspberry
NNP,NN,Pi,pi
VBZ,VB,acts,acts
IN,IN,as,as
DT,DT,a,a
NN,NN,fog,fog
VBG,VB,computing,computing
NN,NN,device,device
WDT,WD,that,that
VBZ,VB,collects,collects
NNS,NN,data,data
IN,IN,from,from
JJ,JJ,different,different
NNS,NN,nodes,nodes
CC,CC,and,and
VBZ,VB,processes,processes
DT,DT,the,the
NN,NN,data,data
NNS,NN,stores,stores
DT,DT,the,the
NNS,NN,data,data
IN,IN,within,within
DT,DT,the,the
NN,NN,node,node
CC,CC,and,and
RB,RB,then,then
VBZ,VB,sends,sends
PRP,PR,it,it
TO,TO,to,to
DT,DT,the,the
JJ,JJ,main,main
NN,NN,server,server
PRP,PR,It,it
RB,RB,also,also
VBZ,VB,sends,sends
JJ,JJ,critical,critical
NN,NN,information,information
IN,IN,in,in
NN,NN,emergence,emergence
NN,NN,mode,mode
RB,RB,Usually,usually
NNP,NN,Raspberry,raspberry
NNP,NN,Pi,pi
VBZ,VB,receives,receives
DT,DT,a,a
JJ,JJ,huge,huge
NN,NN,amount,amount
IN,IN,of,of
NN,NN,sensor,sensor
NNS,NN,data,data
CC,CC,but,but
PRP,PR,it,it
RB,RB,only,only
VBZ,VB,sends,sends
JJ,JJ,important,important
NNS,NN,data,data
JJ,JJ,such,such
IN,IN,as,as
JJ,JJ,average,average
NNS,NN,values,values
TO,TO,to,to
DT,DT,the,the
NN,NN,cloud,cloud
TO,TO,to,to
VB,VB,minimize,minimize
JJ,JJ,cloud,cloud
NNS,NN,charges/costs,chargescosts
PRP,PR,It,it
VBZ,VB,sends,sends
NNS,NN,data,data
IN,IN,after,after
DT,DT,a,a
CD,CD,4,4
TO,TO,to,to
CD,CD,5,5
NNS,NN,min,min
NN,NN,delay,delay
PRP,PR,we,we
MD,MD,can,can
VB,VB,increase,increase
CC,CC,or,or
VB,VB,decrease,decrease
DT,DT,the,the
NNS,NN,data,data
NN,NN,sending,sending
NN,NN,period,period
VBG,VB,according,according
TO,TO,to,to
NN,NN,requirement,requirement
NNP,NN,Raspberry,raspberry
NNP,NN,Pi,pi
RB,RB,also,also
VBP,VB,send,send
NNP,NN,SMS,sms
NN,NN,alert,alert
CC,CC,or,or
NNS,NN,notifications,notifications
TO,TO,to,to
DT,DT,the,the
NN,NN,supervisor,supervisor
NN,NN,doctor,doctor
CC,CC,and,and
NN,NN,owner,owner
IN,IN,of,of
DT,DT,the,the
NN,NN,poultry,poultry
NN,NN,farmhouse,farmhouse
VBG,VB,allowing,allowing
PRP,PR,them,them
TO,TO,to,to
VB,VB,take,take
JJ,JJ,immediate,immediate
NN,NN,action,action
IN,IN,In,in
NNS,NN,cases,cases
WRB,WR,where,where
DT,DT,the,the
NN,NN,internet,internet
VBZ,VB,is,is
RB,RB,temporarily,temporarily
JJ,JJ,unavailable,unavailable
IN,IN,at,at
DT,DT,the,the
NN,NN,site,site
DT,DT,the,the
NNS,NN,data,data
MD,MD,will,will
VB,VB,be,be
VBN,VB,stored,stored
IN,IN,in,in
NNP,NN,Raspberry,raspberry
NNP,NN,Pi,pi
NNP,NN,Raspberry,raspberry
NNP,NN,Pi,pi
MD,MD,can,can
VB,VB,store,store
DT,DT,the,the
NNS,NN,data,data
IN,IN,of,of
DT,DT,a,a
JJ,JJ,complete,complete
NN,NN,flock/cycle,flockcycle
CC,CC,and,and
VB,VB,send,send
NNS,NN,data,data
WRB,WR,whenever,whenever
PRP,PR,it,it
VBZ,VB,gets,gets
JJ,JJ,internet,internet
NN,NN,connectivity,connectivity
IN,IN,In,in
NN,NN,case,case
IN,IN,of,of
DT,DT,any,any
NN,NN,failure,failure
IN,IN,in,in
DT,DT,the,the
NN,NN,sensor,sensor
NNS,NN,nodes,nodes
PRP,PR,we,we
MD,MD,can,can
NN,NN,access,access
NNS,NN,data,data
RB,RB,remotely,remotely
IN,IN,through,through
DT,DT,the,the
NNP,NN,TeamViewer,teamviewer
NN,NN,software,software
VBN,VB,installed,installed
IN,IN,on,on
NNP,NN,Pi,pi
DT,DT,This,this
MD,MD,can,can
VB,VB,be,be
VBN,VB,accessed,accessed
VBG,VB,using,using
DT,DT,an,an
NN,NN,id,id
CC,CC,and,and
NN,NN,password,password
DT,DT,The,the
NNP,NN,Block,block
NN,NN,diagram,diagram
IN,IN,of,of
DT,DT,the,the
JJ,JJ,pi-based,pibased
NN,NN,gateway,gateway
VBZ,VB,is,is
VBN,VB,shown,shown
IN,IN,in,in
PRP,PR,We,we
VBP,VB,have,have
RB,RB,successfully,successfully
VBN,VB,deployed,deployed
DT,DT,a,a
JJ,JJ,real-time,realtime
JJ,JJ,IoT-based,iotbased
JJ,JJ,sustainable,sustainable
NN,NN,environment,environment
NN,NN,management,management
IN,IN,for,for
JJ,JJ,large,large
JJ,JJ,indoor,indoor
NN,NN,poultry,poultry
NNS,NN,farms,farms
WDT,WD,which,which
VBZ,VB,is,is
VBN,VB,depicted,depicted
IN,IN,in,in
DT,DT,This,this
NN,NN,system,system
IN,IN,as,as
VBN,VB,shown,shown
IN,IN,in,in
VBZ,VB,enables,enables
JJ,JJ,continuous,continuous
NN,NN,monitoring,monitoring
CC,CC,and,and
NN,NN,analysis,analysis
IN,IN,of,of
JJ,JJ,various,various
JJ,JJ,environmental,environmental
NNS,NN,parameters,parameters
IN,IN,in,in
NN,NN,poultry,poultry
NNS,NN,farms,farms
PRP,PR,It,it
VBZ,VB,collects,collects
NNS,NN,data,data
IN,IN,from,from
NNS,NN,sensors,sensors
VBN,VB,installed,installed
IN,IN,throughout,throughout
DT,DT,the,the
NN,NN,farm,farm
VBG,VB,including,including
NN,NN,temperature,temperature
NN,NN,humidity,humidity
NN,NN,air,air
NN,NN,quality,quality
CC,CC,and,and
JJ,JJ,light,light
NN,NN,intensity,intensity
DT,DT,The,the
VBN,VB,collected,collected
NN,NN,data,data
VBZ,VB,is,is
RB,RB,then,then
VBN,VB,transmitted,transmitted
RB,RB,wirelessly,wirelessly
TO,TO,to,to
DT,DT,a,a
JJ,JJ,central,central
NN,NN,server,server
IN,IN,for,for
NN,NN,processing,processing
CC,CC,and,and
NN,NN,analysis,analysis
DT,DT,This,this
NN,NN,system,system
VBZ,VB,provides,provides
NNS,NN,farmers,farmers
IN,IN,with,with
JJ,JJ,valuable,valuable
NNS,NN,insights,insights
IN,IN,into,into
DT,DT,the,the
JJ,JJ,environmental,environmental
NNS,NN,conditions,conditions
IN,IN,of,of
PRP$,PR,their,their
NN,NN,poultry,poultry
NNS,NN,farms,farms
VBG,VB,allowing,allowing
PRP,PR,them,them
TO,TO,to,to
VB,VB,make,make
JJ,JJ,informed,informed
NNS,NN,decisions,decisions
CC,CC,and,and
VB,VB,take,take
JJ,JJ,necessary,necessary
NNS,NN,actions,actions
TO,TO,to,to
VB,VB,optimize,optimize
DT,DT,the,the
NN,NN,well-being,wellbeing
CC,CC,and,and
NN,NN,productivity,productivity
IN,IN,of,of
PRP$,PR,their,their
NN,NN,poultry,poultry
DT,DT,A,a
NN,NN,Scenario,scenario
CD,CD,1,1
NN,NN,setup,setup
NNP,NN,B,b
NN,NN,Scenario,scenario
CD,CD,2,2
NN,NN,monitoring,monitoring
DT,DT,The,the
NNP,NN,Poultry,poultry
NNP,NN,Environment,environment
NNP,NN,Monitoring,monitoring
NNP,NN,System,system
NNP,NN,PEMS,pems
VBZ,VB,comprises,comprises
DT,DT,a,a
JJ,JJ,cohesive,cohesive
NN,NN,software,software
CC,CC,and,and
NN,NN,hardware,hardware
NN,NN,infrastructure,infrastructure
VBG,VB,Operating,operating
IN,IN,under,under
DT,DT,the,the
NNP,NN,Software,software
IN,IN,as,as
DT,DT,a,a
NNP,NN,Service,service
NNP,NN,SaaS,saas
NN,NN,paradigm,paradigm
NNP,NN,PEMS,pems
VBZ,VB,employs,employs
DT,DT,a,a
NN,NN,suite,suite
IN,IN,of,of
JJ,JJ,diverse,diverse
NN,NN,software,software
NNS,NN,tools,tools
TO,TO,to,to
VB,VB,ensure,ensure
PRP$,PR,its,its
NN,NN,functionality,functionality
DT,DT,These,these
NNS,NN,tools,tools
VBP,VB,include,include
DT,DT,a,a
NNP,NN,Eclipse,eclipse
NN,NN,Eclipse,eclipse
DT,DT,a,a
JJ,JJ,widely-used,widelyused
JJ,JJ,integrated,integrated
NN,NN,development,development
NN,NN,environment,environment
NNP,NN,IDE,ide
VBZ,VB,plays,plays
DT,DT,a,a
JJ,JJ,pivotal,pivotal
NN,NN,role,role
IN,IN,in,in
VBG,VB,facilitating,facilitating
DT,DT,the,the
NN,NN,creation,creation
NN,NN,modification,modification
CC,CC,and,and
NN,NN,management,management
IN,IN,of,of
NNP,NN,PEMS,pems
NN,NN,s,s
NN,NN,software,software
NNS,NN,components,components
PRP,PR,It,it
VBZ,VB,provides,provides
DT,DT,a,a
JJ,JJ,robust,robust
NN,NN,platform,platform
IN,IN,for,for
VBG,VB,coding,coding
VBG,VB,debugging,debugging
CC,CC,and,and
VBG,VB,testing,testing
VBG,VB,ensuring,ensuring
JJ,JJ,efficient,efficient
NN,NN,software,software
NN,NN,development,development
NN,NN,b,b
NNP,NN,MySQL,mysql
NNP,NN,Structured,structured
NNP,NN,Query,query
NNP,NN,Language,language
NNP,NN,MySQL,mysql
DT,DT,a,a
JJ,JJ,robust,robust
JJ,JJ,relational,relational
NN,NN,database,database
NN,NN,management,management
NN,NN,system,system
VBZ,VB,underpins,underpins
NNP,NN,PEMS,pems
NN,NN,s,s
NNS,NN,data,data
NN,NN,storage,storage
CC,CC,and,and
JJ,JJ,retrieval,retrieval
NNS,NN,mechanisms,mechanisms
VBG,VB,Employing,employing
NNP,NN,SQL,sql
NNP,NN,MySQL,mysql
RB,RB,efficiently,efficiently
VBZ,VB,handles,handles
DT,DT,the,the
JJ,JJ,structured,structured
NNS,NN,data,data
WDT,WD,that,that
NNP,NN,PEMS,pems
NNS,NN,collects,collects
CC,CC,and,and
NNS,NN,processes,processes
VBG,VB,ensuring,ensuring
DT,DT,the,the
NN,NN,system,system
MD,MD,can,can
VB,VB,manage,manage
NN,NN,poultry,poultry
NN,NN,farm,farm
NNS,NN,data,data
RB,RB,effectively,effectively
NN,NN,c,c
NNP,NN,MySQL,mysql
NNP,NN,Workbench,workbench
NNP,NN,MySQL,mysql
NNP,NN,Workbench,workbench
VBZ,VB,is,is
DT,DT,a,a
JJ,JJ,graphical,graphical
NN,NN,tool,tool
IN,IN,that,that
NNS,NN,complements,complements
NNP,NN,MySQL,mysql
JJ,JJ,s,s
NN,NN,functionality,functionality
PRP,PR,It,it
VBZ,VB,aids,aids
IN,IN,in,in
DT,DT,the,the
NN,NN,design,design
NN,NN,modelling,modelling
CC,CC,and,and
NN,NN,administration,administration
IN,IN,of,of
DT,DT,the,the
NN,NN,database,database
NN,NN,schema,schema
VBG,VB,enabling,enabling
VBN,VB,streamlined,streamlined
NN,NN,interaction,interaction
IN,IN,with,with
DT,DT,the,the
VBG,VB,underlying,underlying
NN,NN,data,data
NN,NN,structure,structure
NN,NN,d,d
NNP,NN,WildFly,wildfly
NNP,NN,WildFly,wildfly
DT,DT,a,a
NN,NN,potent,potent
NN,NN,modular,modular
CC,CC,and,and
JJ,JJ,lightweight,lightweight
NN,NN,application,application
NN,NN,server,server
VBZ,VB,empowers,empowers
DT,DT,the,the
NN,NN,creation,creation
IN,IN,of,of
JJ,JJ,exceptional,exceptional
NNS,NN,applications,applications
RB,RB,Previously,previously
VBN,VB,recognized,recognized
RB,RB,as,as
NNP,NN,JBoss,jboss
IN,IN,AS,as
CC,CC,or,or
RB,RB,simply,simply
NNP,NN,JBoss,jboss
NNP,NN,WildFly,wildfly
VBZ,VB,originates,originates
IN,IN,from,from
NNP,NN,JBoss,jboss
CC,CC,and,and
VBZ,VB,is,is
RB,RB,presently,presently
VBN,VB,nurtured,nurtured
IN,IN,by,by
NNP,NN,Red,red
NNP,NN,Hat,hat
VBN,VB,Crafted,crafted
VBG,VB,using,using
NNP,NN,Java,java
NNP,NN,WildFly,wildfly
VBZ,VB,adheres,adheres
TO,TO,to,to
DT,DT,the,the
NNP,NN,Java,java
NNP,NN,Platform,platform
NNP,NN,Enterprise,enterprise
NNP,NN,Edition,edition
NN,NN,specification,specification
VBG,VB,ensuring,ensuring
JJ,JJ,seamless,seamless
NN,NN,implementation,implementation
IN,IN,of,of
JJ,JJ,enterprise-level,enterpriselevel
NNS,NN,solutions,solutions
DT,DT,The,the
NNP,NN,WildFly,wildfly
NN,NN,application,application
NN,NN,server,server
VBZ,VB,provides,provides
DT,DT,a,a
NN,NN,runtime,runtime
NN,NN,environment,environment
IN,IN,for,for
NNP,NN,PEMS,pems
VBD,VB,s,s
JJ,JJ,web-based,webbased
NN,NN,application,application
PRP,PR,It,it
VBZ,VB,manages,manages
DT,DT,the,the
NN,NN,execution,execution
IN,IN,of,of
JJ,JJ,Java-based,javabased
NNS,NN,components,components
VBG,VB,ensuring,ensuring
JJ,JJ,seamless,seamless
NN,NN,communication,communication
IN,IN,between,between
DT,DT,the,the
NN,NN,application,application
CC,CC,and,and
DT,DT,the,the
JJ,JJ,underlying,underlying
NN,NN,hardware,hardware
NN,NN,e,e
NNP,NN,Java,java
NNP,NN,Development,development
NNP,NN,Kit,kit
NNP,NN,JDK,jdk
DT,DT,The,the
NNP,NN,Java,java
NNP,NN,Development,development
NNP,NN,Kit,kit
VBZ,VB,is,is
DT,DT,an,an
JJ,JJ,essential,essential
NN,NN,toolkit,toolkit
IN,IN,for,for
NNP,NN,PEMS,pems
PRP,PR,s,s
NN,NN,software,software
NN,NN,development,development
PRP,PR,It,it
VBZ,VB,includes,includes
DT,DT,the,the
NNP,NN,Java,java
NN,NN,compiler,compiler
NN,NN,runtime,runtime
NN,NN,environment,environment
CC,CC,and,and
JJ,JJ,various,various
NNS,NN,libraries,libraries
VBG,VB,enabling,enabling
DT,DT,the,the
NN,NN,creation,creation
IN,IN,of,of
DT,DT,the,the
NN,NN,application,application
NN,NN,s,s
NN,NN,core,core
NN,NN,functionality,functionality
VBG,VB,using,using
DT,DT,the,the
NNP,NN,Java,java
NN,NN,programming,programming
NN,NN,language,language
NNP,NN,PEMS,pems
PRP,PR,itself,itself
VBZ,VB,serves,serves
IN,IN,as,as
DT,DT,a,a
JJ,JJ,dynamic,dynamic
JJ,JJ,web-based,webbased
NN,NN,application,application
VBG,VB,leveraging,leveraging
DT,DT,the,the
NNS,NN,capabilities,capabilities
IN,IN,of,of
NNP,NN,Amazon,amazon
NNP,NN,Web,web
NNP,NN,Services,services
NNP,NN,AWS,aws
IN,IN,for,for
NN,NN,deployment,deployment
PRP$,PR,Its,its
JJ,JJ,primary,primary
NN,NN,purpose,purpose
VBZ,VB,is,is
TO,TO,to,to
VB,VB,monitor,monitor
CC,CC,and,and
VB,VB,manage,manage
JJ,JJ,diverse,diverse
NN,NN,poultry,poultry
NNS,NN,farmhouses,farmhouses
IN,IN,Through,through
DT,DT,a,a
NN,NN,secure,secure
NN,NN,user,user
NN,NN,authentication,authentication
NN,NN,system,system
JJ,JJ,authorized,authorized
NNS,NN,users,users
NN,NN,access,access
DT,DT,the,the
NN,NN,application,application
IN,IN,via,via
DT,DT,a,a
NNP,NN,URL,url
DT,DT,This,this
NN,NN,access,access
VBZ,VB,empowers,empowers
PRP,PR,them,them
TO,TO,to,to
VB,VB,monitor,monitor
JJ,JJ,environmental,environmental
NNS,NN,conditions,conditions
NN,NN,track,track
NNS,NN,data,data
NNS,NN,trends,trends
CC,CC,and,and
VB,VB,make,make
JJ,JJ,informed,informed
NNS,NN,decisions,decisions
TO,TO,to,to
VB,VB,optimize,optimize
NN,NN,poultry,poultry
NN,NN,health,health
CC,CC,and,and
NN,NN,production,production
IN,IN,within,within
DT,DT,the,the
NNS,NN,farmhouses,farmhouses
IN,IN,In,in
NN,NN,essence,essence
NNP,NN,PEMS,pems
VBZ,VB,harnesses,harnesses
DT,DT,the,the
NNS,NN,capabilities,capabilities
IN,IN,of,of
DT,DT,these,these
NN,NN,software,software
NNS,NN,tools,tools
TO,TO,to,to
VB,VB,deliver,deliver
